name,team,date,injury,sport
Jahlil Okafor,Brooklyn Nets,08-02-2019,ankle,basketball
Jahlil Okafor,Brooklyn Nets,04-03-2019,ankle,basketball
Jahlil Okafor,Brooklyn Nets,14-11-2019,ankle,basketball
Jahlil Okafor,Brooklyn Nets,16-11-2019,ankle,basketball
Jahlil Okafor,Brooklyn Nets,17-11-2019,ankle,basketball
Jahlil Okafor,Brooklyn Nets,16-01-2020,back,basketball
Dwayne Bacon,New York Knicks,04-03-2018,illness,basketball
Dwayne Bacon,New York Knicks,01-04-2018,ankle,basketball
Dwayne Bacon,New York Knicks,13-11-2019,knee,basketball
Alec Burks,New York Knicks,07-04-2013,ankle,basketball
Alec Burks,New York Knicks,22-03-2014,ankle,basketball
Alec Burks,New York Knicks,03-12-2014,shoulder,basketball
Alec Burks,New York Knicks,05-12-2014,shoulder,basketball
Alec Burks,New York Knicks,27-12-2014,shoulder,basketball
Alec Burks,New York Knicks,31-12-2014,shoulder,basketball
Alec Burks,New York Knicks,27-12-2015,leg,basketball
Alec Burks,New York Knicks,28-12-2015,leg,basketball
Alec Burks,New York Knicks,29-12-2015,leg,basketball
Alec Burks,New York Knicks,13-04-2016,knee,basketball
Alec Burks,New York Knicks,08-06-2016,ankle,basketball
Alec Burks,New York Knicks,24-10-2016,leg,basketball
Alec Burks,New York Knicks,25-10-2016,leg,basketball
Alec Burks,New York Knicks,01-11-2016,ankle,basketball
Alec Burks,New York Knicks,18-04-2017,knee,basketball
Alec Burks,New York Knicks,31-10-2018,hand,basketball
Alec Burks,New York Knicks,24-10-2019,ankle,basketball
Alec Burks,New York Knicks,12-08-2020,foot,basketball
Evan Fournier,New York Knicks,19-11-2014,heel,basketball
Evan Fournier,New York Knicks,10-01-2015,knee,basketball
Evan Fournier,New York Knicks,27-02-2015,hip,basketball
Evan Fournier,New York Knicks,13-04-2015,hip,basketball
Evan Fournier,New York Knicks,28-02-2016,hip,basketball
Evan Fournier,New York Knicks,23-12-2016,heel,basketball
Evan Fournier,New York Knicks,14-01-2017,foot,basketball
Evan Fournier,New York Knicks,27-01-2017,foot,basketball
Evan Fournier,New York Knicks,06-04-2017,wrist,basketball
Evan Fournier,New York Knicks,07-12-2017,ankle,basketball
Evan Fournier,New York Knicks,09-12-2017,ankle,basketball
Evan Fournier,New York Knicks,08-03-2018,knee,basketball
Evan Fournier,New York Knicks,09-03-2018,knee,basketball
Evan Fournier,New York Knicks,15-01-2020,quadriceps,basketball
Evan Fournier,New York Knicks,06-03-2020,elbow,basketball
Evan Fournier,New York Knicks,09-08-2020,illness,basketball
Taj Gibson,New York Knicks,24-11-2010,ankle,basketball
Taj Gibson,New York Knicks,21-12-2010,concussion,basketball
Taj Gibson,New York Knicks,21-01-2012,ankle,basketball
Taj Gibson,New York Knicks,23-01-2012,ankle,basketball
Taj Gibson,New York Knicks,26-02-2013,knee,basketball
Taj Gibson,New York Knicks,28-02-2013,knee,basketball
Taj Gibson,New York Knicks,02-03-2013,knee,basketball
Taj Gibson,New York Knicks,04-04-2013,knee,basketball
Taj Gibson,New York Knicks,01-11-2014,ankle,basketball
Taj Gibson,New York Knicks,18-12-2014,ankle,basketball
Taj Gibson,New York Knicks,23-02-2015,illness,basketball
Taj Gibson,New York Knicks,01-03-2015,ankle,basketball
Taj Gibson,New York Knicks,16-06-2015,ankle,basketball
Taj Gibson,New York Knicks,02-03-2016,hamstring,basketball
Taj Gibson,New York Knicks,31-03-2016,rib,basketball
Taj Gibson,New York Knicks,17-01-2017,ankle,basketball
Taj Gibson,New York Knicks,29-01-2017,ankle,basketball
Taj Gibson,New York Knicks,31-03-2017,illness,basketball
Taj Gibson,New York Knicks,21-03-2019,calf,basketball
Taj Gibson,New York Knicks,03-04-2019,calf,basketball
Taj Gibson,New York Knicks,10-04-2019,calf,basketball
Taj Gibson,New York Knicks,23-12-2019,illness,basketball
Taj Gibson,New York Knicks,27-02-2020,back,basketball
Jared Harper,New York Knicks,10-02-2020,wrist,basketball
Nerlens Noel,New York Knicks,29-10-2013,knee,basketball
Nerlens Noel,New York Knicks,07-11-2014,ankle,basketball
Nerlens Noel,New York Knicks,01-12-2014,hip,basketball
Nerlens Noel,New York Knicks,21-01-2015,illness,basketball
Nerlens Noel,New York Knicks,10-04-2015,ankle,basketball
Nerlens Noel,New York Knicks,09-11-2015,wrist,basketball
Nerlens Noel,New York Knicks,27-11-2015,knee,basketball
Nerlens Noel,New York Knicks,14-12-2015,eye,basketball
Nerlens Noel,New York Knicks,10-02-2016,knee,basketball
Nerlens Noel,New York Knicks,04-03-2016,knee,basketball
Nerlens Noel,New York Knicks,23-03-2016,knee,basketball
Nerlens Noel,New York Knicks,21-10-2016,knee,basketball
Nerlens Noel,New York Knicks,26-10-2016,knee,basketball
Nerlens Noel,New York Knicks,14-12-2016,ankle,basketball
Nerlens Noel,New York Knicks,16-01-2017,ankle,basketball
Nerlens Noel,New York Knicks,02-02-2017,infection,basketball
Nerlens Noel,New York Knicks,10-03-2017,knee,basketball
Nerlens Noel,New York Knicks,27-11-2017,thumb,basketball
Nerlens Noel,New York Knicks,01-12-2017,thumb,basketball
Nerlens Noel,New York Knicks,10-12-2017,thumb,basketball
Nerlens Noel,New York Knicks,19-11-2018,illness,basketball
Nerlens Noel,New York Knicks,09-01-2019,concussion,basketball
Nerlens Noel,New York Knicks,10-01-2019,concussion,basketball
Nerlens Noel,New York Knicks,18-03-2019,quadriceps,basketball
Nerlens Noel,New York Knicks,22-11-2019,illness,basketball
Nerlens Noel,New York Knicks,05-01-2020,ankle,basketball
Nerlens Noel,New York Knicks,06-01-2020,ankle,basketball
Nerlens Noel,New York Knicks,20-01-2020,ankle,basketball
Nerlens Noel,New York Knicks,09-08-2020,ankle,basketball
Nerlens Noel,New York Knicks,10-08-2020,ankle,basketball
Frank Ntilikina,New York Knicks,21-10-2017,ankle,basketball
Frank Ntilikina,New York Knicks,29-11-2017,ankle,basketball
Frank Ntilikina,New York Knicks,31-03-2018,illness,basketball
Frank Ntilikina,New York Knicks,06-01-2019,ankle,basketball
Frank Ntilikina,New York Knicks,07-01-2019,ankle,basketball
Frank Ntilikina,New York Knicks,28-01-2019,groin,basketball
Frank Ntilikina,New York Knicks,27-03-2019,groin,basketball
Frank Ntilikina,New York Knicks,29-03-2019,groin,basketball
Frank Ntilikina,New York Knicks,02-12-2019,back,basketball
Frank Ntilikina,New York Knicks,12-01-2020,groin,basketball
Frank Ntilikina,New York Knicks,29-01-2020,groin,basketball
Frank Ntilikina,New York Knicks,01-02-2020,groin,basketball
Frank Ntilikina,New York Knicks,24-02-2020,groin,basketball
Norvel Pelle,New York Knicks,24-02-2020,illness,basketball
Julius Randle,New York Knicks,28-10-2014,tibia,basketball
Julius Randle,New York Knicks,29-10-2014,tibia,basketball
Julius Randle,New York Knicks,16-11-2014,tibia,basketball
Julius Randle,New York Knicks,06-01-2015,foot,basketball
Julius Randle,New York Knicks,23-12-2015,ankle,basketball
Julius Randle,New York Knicks,23-11-2016,hip,basketball
Julius Randle,New York Knicks,26-01-2017,illness,basketball
Julius Randle,New York Knicks,30-01-2017,pneumonia (DTD),basketball
Julius Randle,New York Knicks,03-02-2017,illness,basketball
Julius Randle,New York Knicks,18-12-2018,ankle,basketball
Julius Randle,New York Knicks,19-12-2018,ankle,basketball
Julius Randle,New York Knicks,24-01-2019,ankle,basketball
Julius Randle,New York Knicks,29-01-2019,ankle,basketball
Mitchell Robinson,New York Knicks,15-12-2018,ankle,basketball
Mitchell Robinson,New York Knicks,16-12-2018,ankle,basketball
Mitchell Robinson,New York Knicks,03-02-2019,illness,basketball
Mitchell Robinson,New York Knicks,23-10-2019,ankle,basketball
Mitchell Robinson,New York Knicks,07-11-2019,concussion,basketball
Mitchell Robinson,New York Knicks,08-11-2019,concussion,basketball
Mitchell Robinson,New York Knicks,04-03-2020,hamstring,basketball
Derrick Rose,New York Knicks,26-11-2010,neck,basketball
Derrick Rose,New York Knicks,11-01-2012,toe,basketball
Derrick Rose,New York Knicks,16-01-2012,toe,basketball
Derrick Rose,New York Knicks,17-01-2012,toe,basketball
Derrick Rose,New York Knicks,10-02-2012,back,basketball
Derrick Rose,New York Knicks,12-02-2012,back,basketball
Derrick Rose,New York Knicks,14-02-2012,back,basketball
Derrick Rose,New York Knicks,16-02-2012,back,basketball
Derrick Rose,New York Knicks,18-02-2012,back,basketball
Derrick Rose,New York Knicks,14-03-2012,groin,basketball
Derrick Rose,New York Knicks,16-03-2012,groin,basketball
Derrick Rose,New York Knicks,17-03-2012,groin,basketball
Derrick Rose,New York Knicks,19-03-2012,groin,basketball
Derrick Rose,New York Knicks,21-03-2012,groin,basketball
Derrick Rose,New York Knicks,24-03-2012,groin,basketball
Derrick Rose,New York Knicks,26-03-2012,groin,basketball
Derrick Rose,New York Knicks,28-03-2012,groin,basketball
Derrick Rose,New York Knicks,30-03-2012,groin,basketball
Derrick Rose,New York Knicks,01-04-2012,groin,basketball
Derrick Rose,New York Knicks,02-04-2012,groin,basketball
Derrick Rose,New York Knicks,05-04-2012,groin,basketball
Derrick Rose,New York Knicks,10-04-2012,ankle,basketball
Derrick Rose,New York Knicks,16-04-2012,foot,basketball
Derrick Rose,New York Knicks,28-04-2012,knee,basketball
Derrick Rose,New York Knicks,01-05-2012,knee,basketball
Derrick Rose,New York Knicks,12-05-2012,knee,basketball
Derrick Rose,New York Knicks,30-10-2012,knee,basketball
Derrick Rose,New York Knicks,31-10-2012,knee,basketball
Derrick Rose,New York Knicks,15-11-2013,hamstring,basketball
Derrick Rose,New York Knicks,23-11-2013,knee,basketball
Derrick Rose,New York Knicks,24-11-2013,knee,basketball
Derrick Rose,New York Knicks,25-11-2013,knee,basketball
Derrick Rose,New York Knicks,01-11-2014,ankle,basketball
Derrick Rose,New York Knicks,07-11-2014,ankle,basketball
Derrick Rose,New York Knicks,15-11-2014,hamstring,basketball
Derrick Rose,New York Knicks,18-12-2014,illness,basketball
Derrick Rose,New York Knicks,10-01-2015,hip,basketball
Derrick Rose,New York Knicks,24-02-2015,knee,basketball
Derrick Rose,New York Knicks,25-02-2015,knee,basketball
Derrick Rose,New York Knicks,27-02-2015,knee,basketball
Derrick Rose,New York Knicks,30-09-2015,orbital_bone,basketball
Derrick Rose,New York Knicks,16-11-2015,ankle,basketball
Derrick Rose,New York Knicks,18-11-2015,ankle,basketball
Derrick Rose,New York Knicks,30-12-2015,hamstring,basketball
Derrick Rose,New York Knicks,14-01-2016,knee,basketball
Derrick Rose,New York Knicks,08-02-2016,general soreness (DTD),basketball
Derrick Rose,New York Knicks,24-02-2016,hamstring,basketball
Derrick Rose,New York Knicks,11-03-2016,adductor,basketball
Derrick Rose,New York Knicks,02-04-2016,elbow,basketball
Derrick Rose,New York Knicks,07-12-2016,back,basketball
Derrick Rose,New York Knicks,14-12-2016,back,basketball
Derrick Rose,New York Knicks,15-12-2016,back,basketball
Derrick Rose,New York Knicks,28-01-2017,ankle,basketball
Derrick Rose,New York Knicks,29-01-2017,ankle,basketball
Derrick Rose,New York Knicks,23-03-2017,foot,basketball
Derrick Rose,New York Knicks,29-03-2017,knee,basketball
Derrick Rose,New York Knicks,05-04-2017,knee,basketball
Derrick Rose,New York Knicks,20-10-2017,ankle,basketball
Derrick Rose,New York Knicks,21-10-2017,ankle,basketball
Derrick Rose,New York Knicks,09-11-2017,ankle,basketball
Derrick Rose,New York Knicks,23-03-2018,ankle,basketball
Derrick Rose,New York Knicks,26-03-2018,ankle,basketball
Derrick Rose,New York Knicks,04-11-2018,ankle,basketball
Derrick Rose,New York Knicks,14-11-2018,knee,basketball
Derrick Rose,New York Knicks,23-12-2018,ankle,basketball
Derrick Rose,New York Knicks,30-12-2018,ankle,basketball
Derrick Rose,New York Knicks,08-01-2019,ankle,basketball
