name,team,date,injury,sport
Draymond Green,Golden State Warriors,05-01-2020,ankle,basketball
Draymond Green,Golden State Warriors,06-01-2020,ankle,basketball
Draymond Green,Golden State Warriors,17-01-2020,finger,basketball
Draymond Green,Golden State Warriors,20-01-2020,illness,basketball
Draymond Green,Golden State Warriors,08-02-2020,back,basketball
Draymond Green,Golden State Warriors,22-02-2020,bruised pelvis (DTD),basketball
Draymond Green,Golden State Warriors,29-02-2020,knee,basketball
Draymond Green,Golden State Warriors,07-03-2020,knee,basketball
Andre Iguodala,Golden State Warriors,07-11-2010,achilles,basketball
Andre Iguodala,Golden State Warriors,16-11-2010,achilles,basketball
Andre Iguodala,Golden State Warriors,27-12-2010,achilles,basketball
Andre Iguodala,Golden State Warriors,29-12-2010,achilles,basketball
Andre Iguodala,Golden State Warriors,19-03-2011,knee,basketball
Andre Iguodala,Golden State Warriors,11-04-2011,knee,basketball
Andre Iguodala,Golden State Warriors,25-03-2012,knee,basketball
Andre Iguodala,Golden State Warriors,27-03-2012,knee,basketball
Andre Iguodala,Golden State Warriors,23-11-2013,hamstring,basketball
Andre Iguodala,Golden State Warriors,18-03-2014,knee,basketball
Andre Iguodala,Golden State Warriors,02-04-2014,knee,basketball
Andre Iguodala,Golden State Warriors,11-04-2014,knee,basketball
Andre Iguodala,Golden State Warriors,01-03-2016,hamstring,basketball
Andre Iguodala,Golden State Warriors,06-03-2016,hamstring,basketball
Andre Iguodala,Golden State Warriors,07-03-2016,hamstring,basketball
Andre Iguodala,Golden State Warriors,12-03-2016,ankle,basketball
Andre Iguodala,Golden State Warriors,14-03-2016,ankle,basketball
Andre Iguodala,Golden State Warriors,21-03-2017,hip,basketball
Andre Iguodala,Golden State Warriors,14-05-2017,knee,basketball
Andre Iguodala,Golden State Warriors,16-05-2017,knee,basketball
Andre Iguodala,Golden State Warriors,17-10-2017,back,basketball
Andre Iguodala,Golden State Warriors,01-12-2017,knee,basketball
Andre Iguodala,Golden State Warriors,20-12-2017,flu,basketball
Andre Iguodala,Golden State Warriors,03-01-2018,back,basketball
Andre Iguodala,Golden State Warriors,17-01-2018,calf,basketball
Andre Iguodala,Golden State Warriors,08-03-2018,wrist,basketball
Andre Iguodala,Golden State Warriors,30-03-2018,knee,basketball
Andre Iguodala,Golden State Warriors,31-03-2018,knee,basketball
Andre Iguodala,Golden State Warriors,08-04-2018,knee,basketball
Andre Iguodala,Golden State Warriors,22-05-2018,leg,basketball
Andre Iguodala,Golden State Warriors,19-10-2018,calf,basketball
Andre Iguodala,Golden State Warriors,10-12-2018,hip,basketball
Andre Iguodala,Golden State Warriors,12-12-2018,hip,basketball
Andre Iguodala,Golden State Warriors,10-02-2019,hamstring,basketball
Andre Iguodala,Golden State Warriors,28-02-2019,illness,basketball
Andre Iguodala,Golden State Warriors,04-04-2019,toe,basketball
Andre Iguodala,Golden State Warriors,20-05-2019,calf,basketball
Damion Lee,Golden State Warriors,16-10-2018,foot,basketball
Damion Lee,Golden State Warriors,12-11-2019,hand,basketball
Damion Lee,Golden State Warriors,12-11-2019,hand,basketball
Kevon Looney,Golden State Warriors,20-08-2015,hip,basketball
Kevon Looney,Golden State Warriors,27-10-2015,hip,basketball
Kevon Looney,Golden State Warriors,16-03-2016,hip,basketball
Kevon Looney,Golden State Warriors,25-03-2016,hip,basketball
Kevon Looney,Golden State Warriors,16-04-2016,hip,basketball
Kevon Looney,Golden State Warriors,10-12-2016,ankle,basketball
Kevon Looney,Golden State Warriors,29-03-2017,hip,basketball
Kevon Looney,Golden State Warriors,10-04-2017,hip,basketball
Kevon Looney,Golden State Warriors,16-04-2017,hip,basketball
Kevon Looney,Golden State Warriors,30-01-2018,flu,basketball
Kevon Looney,Golden State Warriors,03-04-2018,flu,basketball
Kevon Looney,Golden State Warriors,02-03-2019,pelvic injury (DTD),basketball
Kevon Looney,Golden State Warriors,03-06-2019,collarbone,basketball
Kevon Looney,Golden State Warriors,24-12-2019,abdominal_muscle,basketball
Kevon Looney,Golden State Warriors,25-12-2019,abdominal_muscle,basketball
Kevon Looney,Golden State Warriors,12-02-2020,hip,basketball
Kevon Looney,Golden State Warriors,01-03-2020,hip,basketball
Kevon Looney,Golden State Warriors,20-05-2020,core_muscle,basketball
Gary Payton II,Golden State Warriors,31-07-2020,virus,basketball
Jordan Poole,Golden State Warriors,29-02-2020,ankle,basketball
Otto Porter Jr.,Golden State Warriors,29-10-2013,hip,basketball
Otto Porter Jr.,Golden State Warriors,22-11-2014,hamstring,basketball
Otto Porter Jr.,Golden State Warriors,19-12-2015,thigh,basketball
Otto Porter Jr.,Golden State Warriors,15-01-2016,hip,basketball
Otto Porter Jr.,Golden State Warriors,08-04-2017,back,basketball
Otto Porter Jr.,Golden State Warriors,01-11-2017,virus,basketball
Otto Porter Jr.,Golden State Warriors,17-12-2017,thigh,basketball
Otto Porter Jr.,Golden State Warriors,19-12-2017,thigh,basketball
Otto Porter Jr.,Golden State Warriors,06-01-2018,hip,basketball
Otto Porter Jr.,Golden State Warriors,11-04-2018,leg,basketball
Otto Porter Jr.,Golden State Warriors,27-04-2018,leg,basketball
Otto Porter Jr.,Golden State Warriors,27-04-2018,leg,basketball
Otto Porter Jr.,Golden State Warriors,04-11-2018,toe,basketball
Otto Porter Jr.,Golden State Warriors,12-12-2018,knee,basketball
Otto Porter Jr.,Golden State Warriors,25-02-2019,leg,basketball
Otto Porter Jr.,Golden State Warriors,18-03-2019,shoulder,basketball
Otto Porter Jr.,Golden State Warriors,08-11-2019,foot,basketball
Otto Porter Jr.,Golden State Warriors,09-11-2019,foot,basketball
Klay Thompson,Golden State Warriors,09-11-2014,hand,basketball
Klay Thompson,Golden State Warriors,18-03-2015,ankle,basketball
Klay Thompson,Golden State Warriors,14-11-2015,back,basketball
Klay Thompson,Golden State Warriors,11-12-2015,ankle,basketball
Klay Thompson,Golden State Warriors,13-02-2017,heel,basketball
Klay Thompson,Golden State Warriors,14-03-2018,thumb,basketball
Klay Thompson,Golden State Warriors,31-01-2019,illness,basketball
Klay Thompson,Golden State Warriors,02-03-2019,knee,basketball
Klay Thompson,Golden State Warriors,05-03-2019,knee,basketball
Klay Thompson,Golden State Warriors,09-04-2019,knee,basketball
Klay Thompson,Golden State Warriors,05-06-2019,hamstring,basketball
Klay Thompson,Golden State Warriors,14-06-2019,knee,basketball
Klay Thompson,Golden State Warriors,03-07-2019,knee,basketball
Andrew Wiggins,Golden State Warriors,10-11-2015,knee,basketball
Andrew Wiggins,Golden State Warriors,24-10-2018,quadriceps,basketball
Andrew Wiggins,Golden State Warriors,09-11-2018,quadriceps,basketball
Andrew Wiggins,Golden State Warriors,11-02-2019,illness,basketball
Andrew Wiggins,Golden State Warriors,09-03-2019,quadriceps,basketball
Andrew Wiggins,Golden State Warriors,10-03-2019,quadriceps,basketball
Andrew Wiggins,Golden State Warriors,17-11-2019,illness,basketball
Andrew Wiggins,Golden State Warriors,06-12-2019,thumb,basketball
Andrew Wiggins,Golden State Warriors,28-12-2019,illness,basketball
Andrew Wiggins,Golden State Warriors,30-12-2019,illness,basketball
Andrew Wiggins,Golden State Warriors,27-02-2020,thoracic spasm (DTD),basketball
Nicolas Batum,Los Angeles Clippers,18-12-2010,shoulder,basketball
Nicolas Batum,Los Angeles Clippers,01-02-2012,knee,basketball
Nicolas Batum,Los Angeles Clippers,10-12-2012,back,basketball
Nicolas Batum,Los Angeles Clippers,03-04-2013,shoulder,basketball
Nicolas Batum,Los Angeles Clippers,11-11-2014,knee,basketball
Nicolas Batum,Los Angeles Clippers,19-12-2014,knee,basketball
Nicolas Batum,Los Angeles Clippers,23-12-2014,wrist,basketball
Nicolas Batum,Los Angeles Clippers,24-01-2015,wrist,basketball
Nicolas Batum,Los Angeles Clippers,24-03-2015,back,basketball
Nicolas Batum,Los Angeles Clippers,06-04-2015,back,basketball
Nicolas Batum,Los Angeles Clippers,15-04-2015,knee,basketball
Nicolas Batum,Los Angeles Clippers,17-12-2015,illness,basketball
Nicolas Batum,Los Angeles Clippers,02-01-2016,foot,basketball
Nicolas Batum,Los Angeles Clippers,21-01-2016,toe,basketball
Nicolas Batum,Los Angeles Clippers,30-01-2016,toe,basketball
Nicolas Batum,Los Angeles Clippers,05-04-2016,knee,basketball
Nicolas Batum,Los Angeles Clippers,13-04-2016,ankle,basketball
Nicolas Batum,Los Angeles Clippers,20-04-2016,foot,basketball
Nicolas Batum,Los Angeles Clippers,23-04-2016,ankle,basketball
Nicolas Batum,Los Angeles Clippers,26-11-2016,corneal abrasion (DTD),basketball
Nicolas Batum,Los Angeles Clippers,06-01-2017,knee,basketball
Nicolas Batum,Los Angeles Clippers,07-01-2017,knee,basketball
Nicolas Batum,Los Angeles Clippers,10-01-2017,knee,basketball
Nicolas Batum,Los Angeles Clippers,13-03-2017,migraine,basketball
Nicolas Batum,Los Angeles Clippers,05-10-2017,elbow,basketball
Nicolas Batum,Los Angeles Clippers,17-10-2017,elbow,basketball
Nicolas Batum,Los Angeles Clippers,24-11-2017,ulnar nerve contusion (DTD),basketball
Nicolas Batum,Los Angeles Clippers,11-12-2017,elbow,basketball
Nicolas Batum,Los Angeles Clippers,18-03-2018,achilles,basketball
Nicolas Batum,Los Angeles Clippers,21-03-2018,achilles,basketball
Nicolas Batum,Los Angeles Clippers,22-03-2018,achilles,basketball
Nicolas Batum,Los Angeles Clippers,11-03-2019,eye,basketball
Nicolas Batum,Los Angeles Clippers,23-03-2019,illness,basketball
Nicolas Batum,Los Angeles Clippers,24-10-2019,finger,basketball
Nicolas Batum,Los Angeles Clippers,25-10-2019,finger,basketball
Nicolas Batum,Los Angeles Clippers,11-12-2019,hand,basketball
Nicolas Batum,Los Angeles Clippers,08-02-2020,illness,basketball
Eric Bledsoe,Los Angeles Clippers,07-10-2011,knee,basketball
Eric Bledsoe,Los Angeles Clippers,25-12-2011,knee,basketball
Eric Bledsoe,Los Angeles Clippers,25-12-2011,knee,basketball
Eric Bledsoe,Los Angeles Clippers,04-01-2012,knee,basketball
Eric Bledsoe,Los Angeles Clippers,01-02-2012,knee,basketball
Eric Bledsoe,Los Angeles Clippers,26-02-2013,calf,basketball
Eric Bledsoe,Los Angeles Clippers,10-03-2013,calf,basketball
Eric Bledsoe,Los Angeles Clippers,19-11-2013,shin,basketball
Eric Bledsoe,Los Angeles Clippers,02-01-2014,knee,basketball
Eric Bledsoe,Los Angeles Clippers,07-01-2014,knee,basketball
Eric Bledsoe,Los Angeles Clippers,10-01-2014,knee,basketball
Eric Bledsoe,Los Angeles Clippers,23-11-2015,knee,basketball
Eric Bledsoe,Los Angeles Clippers,26-12-2015,knee,basketball
Eric Bledsoe,Los Angeles Clippers,28-12-2015,knee,basketball
Eric Bledsoe,Los Angeles Clippers,29-12-2015,knee,basketball
Eric Bledsoe,Los Angeles Clippers,15-03-2017,knee,basketball
Eric Bledsoe,Los Angeles Clippers,01-02-2018,ankle,basketball
Eric Bledsoe,Los Angeles Clippers,02-02-2019,achilles,basketball
Eric Bledsoe,Los Angeles Clippers,02-03-2019,back,basketball
Eric Bledsoe,Los Angeles Clippers,11-10-2019,rib,basketball
Eric Bledsoe,Los Angeles Clippers,14-12-2019,fibula,basketball
Eric Bledsoe,Los Angeles Clippers,09-03-2020,knee,basketball
Eric Bledsoe,Los Angeles Clippers,11-08-2020,knee,basketball
Eric Bledsoe,Los Angeles Clippers,30-08-2020,hamstring,basketball
Amir Coffey,Los Angeles Clippers,21-10-2019,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,13-03-2013,thigh,basketball
DeMarcus Cousins,Los Angeles Clippers,03-12-2013,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,24-01-2014,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,01-02-2014,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,19-02-2014,hip,basketball
DeMarcus Cousins,Los Angeles Clippers,16-03-2014,knee,basketball
DeMarcus Cousins,Los Angeles Clippers,28-11-2014,illness,basketball
DeMarcus Cousins,Los Angeles Clippers,26-12-2014,stomach,basketball
DeMarcus Cousins,Los Angeles Clippers,17-01-2015,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,27-02-2015,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,18-03-2015,calf,basketball
DeMarcus Cousins,Los Angeles Clippers,20-03-2015,calf,basketball
DeMarcus Cousins,Los Angeles Clippers,07-04-2015,foot,basketball
DeMarcus Cousins,Los Angeles Clippers,03-11-2015,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,25-11-2015,back,basketball
DeMarcus Cousins,Los Angeles Clippers,28-11-2015,back,basketball
DeMarcus Cousins,Los Angeles Clippers,30-01-2016,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,23-03-2016,knee,basketball
DeMarcus Cousins,Los Angeles Clippers,17-03-2017,knee,basketball
DeMarcus Cousins,Los Angeles Clippers,26-03-2017,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,06-04-2017,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,26-01-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,27-01-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,30-01-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,31-01-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,24-09-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,16-10-2018,achilles,basketball
DeMarcus Cousins,Los Angeles Clippers,18-03-2019,ankle,basketball
DeMarcus Cousins,Los Angeles Clippers,16-04-2019,quadriceps,basketball
DeMarcus Cousins,Los Angeles Clippers,18-04-2019,quadriceps,basketball
DeMarcus Cousins,Los Angeles Clippers,22-10-2019,knee,basketball
Paul George,Los Angeles Clippers,12-01-2013,illness,basketball
Paul George,Los Angeles Clippers,01-08-2014,tibia,basketball
Paul George,Los Angeles Clippers,29-10-2014,tibia,basketball
Paul George,Los Angeles Clippers,24-03-2016,leg,basketball
Paul George,Los Angeles Clippers,12-11-2016,ankle,basketball
Paul George,Los Angeles Clippers,18-11-2016,ankle,basketball
Paul George,Los Angeles Clippers,25-11-2016,ankle,basketball
Paul George,Los Angeles Clippers,07-12-2017,calf,basketball
Paul George,Los Angeles Clippers,29-12-2017,knee,basketball
Paul George,Los Angeles Clippers,29-12-2017,knee,basketball
Paul George,Los Angeles Clippers,09-05-2018,knee,basketball
Paul George,Los Angeles Clippers,28-12-2018,quadriceps,basketball
Paul George,Los Angeles Clippers,28-02-2019,shoulder,basketball
Paul George,Los Angeles Clippers,10-04-2019,shoulder,basketball
Paul George,Los Angeles Clippers,22-10-2019,shoulder,basketball
Paul George,Los Angeles Clippers,04-01-2020,hamstring,basketball
Paul George,Los Angeles Clippers,09-01-2020,hamstring,basketball
Paul George,Los Angeles Clippers,10-01-2020,hamstring,basketball
Paul George,Los Angeles Clippers,21-02-2020,hamstring,basketball
Paul George,Los Angeles Clippers,22-02-2020,hamstring,basketball
Serge Ibaka,Los Angeles Clippers,16-05-2014,calf,basketball
Serge Ibaka,Los Angeles Clippers,19-05-2014,calf,basketball
Serge Ibaka,Los Angeles Clippers,13-03-2015,knee,basketball
Serge Ibaka,Los Angeles Clippers,17-03-2015,knee,basketball
Serge Ibaka,Los Angeles Clippers,10-01-2017,shoulder,basketball
Serge Ibaka,Los Angeles Clippers,30-10-2017,knee,basketball
Serge Ibaka,Los Angeles Clippers,17-11-2017,knee,basketball
Serge Ibaka,Los Angeles Clippers,17-12-2017,knee,basketball
Serge Ibaka,Los Angeles Clippers,14-11-2018,knee,basketball
Serge Ibaka,Los Angeles Clippers,19-12-2018,knee,basketball
Serge Ibaka,Los Angeles Clippers,09-11-2019,ankle,basketball
Serge Ibaka,Los Angeles Clippers,09-11-2019,ankle,basketball
Serge Ibaka,Los Angeles Clippers,10-02-2020,illness,basketball
Serge Ibaka,Los Angeles Clippers,27-02-2020,knee,basketball
Serge Ibaka,Los Angeles Clippers,28-02-2020,knee,basketball
Serge Ibaka,Los Angeles Clippers,10-08-2020,knee,basketball
Luke Kennard,Los Angeles Clippers,17-01-2018,thumb,basketball
Luke Kennard,Los Angeles Clippers,03-02-2018,toe,basketball
Luke Kennard,Los Angeles Clippers,26-10-2018,shoulder,basketball
Luke Kennard,Los Angeles Clippers,27-10-2018,shoulder,basketball
Luke Kennard,Los Angeles Clippers,01-04-2019,foot,basketball
Luke Kennard,Los Angeles Clippers,04-12-2019,knee,basketball
Luke Kennard,Los Angeles Clippers,20-12-2019,knee,basketball
Luke Kennard,Los Angeles Clippers,23-12-2019,knee,basketball
Kawhi Leonard,Los Angeles Clippers,28-02-2012,calf,basketball
Kawhi Leonard,Los Angeles Clippers,29-02-2012,calf,basketball
Kawhi Leonard,Los Angeles Clippers,16-11-2012,knee,basketball
Kawhi Leonard,Los Angeles Clippers,17-11-2012,knee,basketball
Kawhi Leonard,Los Angeles Clippers,19-11-2012,knee,basketball
Kawhi Leonard,Los Angeles Clippers,21-11-2012,knee,basketball
Kawhi Leonard,Los Angeles Clippers,23-01-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,21-02-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,12-03-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,01-04-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,03-04-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,15-04-2013,knee,basketball
Kawhi Leonard,Los Angeles Clippers,22-01-2014,hand,basketball
Kawhi Leonard,Los Angeles Clippers,24-01-2014,hand,basketball
Kawhi Leonard,Los Angeles Clippers,28-10-2014,eye,basketball
Kawhi Leonard,Los Angeles Clippers,10-12-2014,hand,basketball
Kawhi Leonard,Los Angeles Clippers,17-12-2014,hand,basketball
Kawhi Leonard,Los Angeles Clippers,22-12-2014,hand,basketball
Kawhi Leonard,Los Angeles Clippers,07-12-2015,gastroenteritis,basketball
Kawhi Leonard,Los Angeles Clippers,18-02-2016,calf,basketball
Kawhi Leonard,Los Angeles Clippers,23-03-2016,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,25-03-2016,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,28-12-2016,gastroenteritis,basketball
Kawhi Leonard,Los Angeles Clippers,23-01-2017,hand,basketball
Kawhi Leonard,Los Angeles Clippers,06-02-2017,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,10-03-2017,concussion,basketball
Kawhi Leonard,Los Angeles Clippers,11-03-2017,concussion,basketball
Kawhi Leonard,Los Angeles Clippers,11-05-2017,ankle,basketball
Kawhi Leonard,Los Angeles Clippers,14-05-2017,ankle,basketball
Kawhi Leonard,Los Angeles Clippers,16-05-2017,ankle,basketball
Kawhi Leonard,Los Angeles Clippers,22-05-2017,ankle,basketball
Kawhi Leonard,Los Angeles Clippers,30-09-2017,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,17-10-2017,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,06-01-2018,shoulder,basketball
Kawhi Leonard,Los Angeles Clippers,07-01-2018,shoulder,basketball
Kawhi Leonard,Los Angeles Clippers,17-01-2018,quadriceps,basketball
Kawhi Leonard,Los Angeles Clippers,04-11-2018,ankle,basketball
Kawhi Leonard,Los Angeles Clippers,11-12-2018,hip,basketball
Kawhi Leonard,Los Angeles Clippers,07-02-2019,knee,basketball
Kawhi Leonard,Los Angeles Clippers,13-02-2019,knee,basketball
Kawhi Leonard,Los Angeles Clippers,16-11-2019,knee,basketball
Kawhi Leonard,Los Angeles Clippers,30-01-2020,back,basketball
Terance Mann,Los Angeles Clippers,18-03-2020,hand,basketball
Patrick Patterson,Los Angeles Clippers,26-12-2011,ankle,basketball
Patrick Patterson,Los Angeles Clippers,31-10-2012,quadriceps,basketball
Patrick Patterson,Los Angeles Clippers,16-12-2012,foot,basketball
Patrick Patterson,Los Angeles Clippers,17-12-2012,foot,basketball
Patrick Patterson,Los Angeles Clippers,19-12-2012,foot,basketball
Patrick Patterson,Los Angeles Clippers,22-12-2012,foot,basketball
Patrick Patterson,Los Angeles Clippers,07-04-2013,back,basketball
Patrick Patterson,Los Angeles Clippers,10-04-2013,back,basketball
Patrick Patterson,Los Angeles Clippers,17-11-2013,knee,basketball
Patrick Patterson,Los Angeles Clippers,09-03-2014,elbow,basketball
Patrick Patterson,Los Angeles Clippers,23-02-2015,knee,basketball
Patrick Patterson,Los Angeles Clippers,18-03-2016,ankle,basketball
Patrick Patterson,Los Angeles Clippers,20-03-2016,ankle,basketball
Patrick Patterson,Los Angeles Clippers,29-12-2016,knee,basketball
Patrick Patterson,Los Angeles Clippers,13-01-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,20-01-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,04-02-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,12-02-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,15-02-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,10-08-2017,knee,basketball
Patrick Patterson,Los Angeles Clippers,08-12-2019,back,basketball
Justise Winslow,Los Angeles Clippers,28-12-2015,ankle,basketball
Justise Winslow,Los Angeles Clippers,12-04-2016,ankle,basketball
Justise Winslow,Los Angeles Clippers,15-11-2016,wrist,basketball
Justise Winslow,Los Angeles Clippers,01-01-2017,shoulder,basketball
Justise Winslow,Los Angeles Clippers,05-01-2017,shoulder,basketball
Justise Winslow,Los Angeles Clippers,19-01-2017,shoulder,basketball
Justise Winslow,Los Angeles Clippers,15-12-2017,knee,basketball
Justise Winslow,Los Angeles Clippers,17-10-2018,hamstring,basketball
Justise Winslow,Los Angeles Clippers,20-12-2018,ankle,basketball
Justise Winslow,Los Angeles Clippers,23-02-2019,knee,basketball
Justise Winslow,Los Angeles Clippers,17-03-2019,thigh,basketball
Justise Winslow,Los Angeles Clippers,31-10-2019,back,basketball
Justise Winslow,Los Angeles Clippers,07-11-2019,concussion,basketball
Justise Winslow,Los Angeles Clippers,06-12-2019,back,basketball
Justise Winslow,Los Angeles Clippers,10-12-2019,back,basketball
Justise Winslow,Los Angeles Clippers,10-01-2020,back,basketball
Justise Winslow,Los Angeles Clippers,21-07-2020,hip,basketball
Ivica Zubac,Los Angeles Clippers,10-11-2016,back,basketball
Ivica Zubac,Los Angeles Clippers,18-11-2016,ankle,basketball
Ivica Zubac,Los Angeles Clippers,05-03-2017,quadriceps,basketball
Ivica Zubac,Los Angeles Clippers,31-03-2017,ankle,basketball
Ivica Zubac,Los Angeles Clippers,01-04-2017,ankle,basketball
Kostas Antetokounmpo,Los Angeles Lakers,08-02-2019,illness,basketball
Kostas Antetokounmpo,Los Angeles Lakers,04-03-2019,hip,basketball
Kostas Antetokounmpo,Los Angeles Lakers,07-04-2019,knee,basketball
Carmelo Anthony,Los Angeles Lakers,08-12-2010,knee,basketball
Carmelo Anthony,Los Angeles Lakers,11-12-2010,knee,basketball
Carmelo Anthony,Los Angeles Lakers,14-01-2012,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,27-01-2012,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,07-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,08-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,10-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,11-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,14-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,15-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,17-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,19-02-2012,groin,basketball
Carmelo Anthony,Los Angeles Lakers,06-12-2012,finger,basketball
Carmelo Anthony,Los Angeles Lakers,08-12-2012,finger,basketball
Carmelo Anthony,Los Angeles Lakers,15-12-2012,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,17-12-2012,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,26-12-2012,knee,basketball
Carmelo Anthony,Los Angeles Lakers,28-12-2012,knee,basketball
Carmelo Anthony,Los Angeles Lakers,06-03-2013,knee,basketball
Carmelo Anthony,Los Angeles Lakers,14-03-2013,knee,basketball
Carmelo Anthony,Los Angeles Lakers,15-04-2013,shoulder,basketball
Carmelo Anthony,Los Angeles Lakers,25-12-2013,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,27-12-2013,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,28-12-2013,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,15-04-2014,shoulder,basketball
Carmelo Anthony,Los Angeles Lakers,16-04-2014,shoulder,basketball
Carmelo Anthony,Los Angeles Lakers,26-11-2014,back,basketball
Carmelo Anthony,Los Angeles Lakers,10-12-2014,knee,basketball
Carmelo Anthony,Los Angeles Lakers,18-12-2014,knee,basketball
Carmelo Anthony,Los Angeles Lakers,02-01-2015,knee,basketball
Carmelo Anthony,Los Angeles Lakers,04-01-2015,knee,basketball
Carmelo Anthony,Los Angeles Lakers,24-01-2015,knee,basketball
Carmelo Anthony,Los Angeles Lakers,11-02-2015,knee,basketball
Carmelo Anthony,Los Angeles Lakers,19-02-2015,knee,basketball
Carmelo Anthony,Los Angeles Lakers,29-11-2015,illness,basketball
Carmelo Anthony,Los Angeles Lakers,23-12-2015,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,13-01-2016,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,25-01-2016,knee,basketball
Carmelo Anthony,Los Angeles Lakers,05-02-2016,knee,basketball
Carmelo Anthony,Los Angeles Lakers,20-03-2016,migraine,basketball
Carmelo Anthony,Los Angeles Lakers,15-12-2016,shoulder,basketball
Carmelo Anthony,Los Angeles Lakers,06-03-2017,knee,basketball
Carmelo Anthony,Los Angeles Lakers,23-03-2017,knee,basketball
Carmelo Anthony,Los Angeles Lakers,25-03-2017,knee,basketball
Carmelo Anthony,Los Angeles Lakers,31-03-2017,back,basketball
Carmelo Anthony,Los Angeles Lakers,07-04-2017,knee,basketball
Carmelo Anthony,Los Angeles Lakers,12-11-2017,back,basketball
Carmelo Anthony,Los Angeles Lakers,08-02-2018,ankle,basketball
Carmelo Anthony,Los Angeles Lakers,10-11-2018,illness,basketball
Carmelo Anthony,Los Angeles Lakers,15-11-2018,player not with team,basketball
Carmelo Anthony,Los Angeles Lakers,22-01-2019,player returned to team,basketball
Carmelo Anthony,Los Angeles Lakers,21-12-2019,knee,basketball
Trevor Ariza,Los Angeles Lakers,21-01-2011,ankle,basketball
Trevor Ariza,Los Angeles Lakers,22-01-2011,knee,basketball
Trevor Ariza,Los Angeles Lakers,05-02-2011,ankle,basketball
Trevor Ariza,Los Angeles Lakers,07-02-2011,ankle,basketball
Trevor Ariza,Los Angeles Lakers,06-03-2011,groin,basketball
Trevor Ariza,Los Angeles Lakers,07-03-2011,groin,basketball
Trevor Ariza,Los Angeles Lakers,04-01-2012,groin,basketball
Trevor Ariza,Los Angeles Lakers,06-01-2012,groin,basketball
Trevor Ariza,Los Angeles Lakers,07-01-2012,groin,basketball
Trevor Ariza,Los Angeles Lakers,02-03-2012,illness,basketball
Trevor Ariza,Los Angeles Lakers,03-03-2012,illness,basketball
Trevor Ariza,Los Angeles Lakers,24-03-2012,ankle,basketball
Trevor Ariza,Los Angeles Lakers,28-03-2012,ankle,basketball
Trevor Ariza,Los Angeles Lakers,29-03-2012,ankle,basketball
Trevor Ariza,Los Angeles Lakers,31-03-2012,ankle,basketball
Trevor Ariza,Los Angeles Lakers,01-04-2012,ankle,basketball
Trevor Ariza,Los Angeles Lakers,07-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,08-12-2012,calf,basketball
Trevor Ariza,Los Angeles Lakers,11-12-2012,calf,basketball
